ts,set_idx,rep_idx,state,live_up_norm,live_cadence,last_down_vel_deg_s,last_up_vel_deg_s,cycle_s,idle_top_s,depth_min_knee_deg,mot_live,mot_live_label,mot_rep,mot_rep_label
1757736868.857,1,2,DESCENT,-0.0000,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736868.936,1,2,DESCENT,0.0000,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736869.012,1,2,DESCENT,0.7191,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736869.090,1,2,DESCENT,1.9333,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736869.168,1,2,DESCENT,0.6847,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736869.247,1,2,DESCENT,0.0000,100.00,76.48,52.35,,,,50.0,Neutral,,
1757736869.334,1,2,DESCENT,0.0424,99.99,76.48,52.35,,,,50.0,Neutral,,
1757736869.420,1,2,DESCENT,0.1733,99.97,76.48,52.35,,,,50.0,Neutral,,
1757736869.501,1,2,DESCENT,1.3095,99.89,76.48,52.35,,,,50.0,Neutral,,
1757736869.579,1,2,DESCENT,0.2522,99.71,76.48,52.35,,,,50.0,Neutral,,
1757736869.659,1,2,DESCENT,0.0000,99.32,76.48,52.35,,,,50.0,Neutral,,
1757736869.747,1,2,DESCENT,0.0000,98.46,76.48,52.35,,,,50.0,Neutral,,
1757736869.831,1,2,DESCENT,0.0000,97.02,76.48,52.35,,,,50.0,Neutral,,
1757736869.909,1,2,DESCENT,0.0000,94.85,76.48,52.35,,,,50.0,Neutral,,
1757736869.984,1,2,DESCENT,0.8030,91.94,76.48,52.35,,,,50.0,Neutral,,
1757736870.060,1,2,DESCENT,0.6793,87.96,76.48,52.35,,,,50.0,Neutral,,
1757736870.137,1,2,DESCENT,0.0000,83.02,76.48,52.35,,,,50.0,Neutral,,
1757736870.215,1,2,BOTTOM,1.0737,77.17,18.13,52.35,,,,50.0,Neutral,,
1757736870.292,1,2,BOTTOM,-0.0000,70.70,18.13,52.35,,,,50.0,Neutral,,
1757736870.368,1,2,ASCENT,0.2415,64.11,18.13,52.35,,,,0.3,Demotivated,,
1757736870.443,1,2,ASCENT,3.5967,57.59,18.13,52.35,,,,100.0,Motivated,,
1757736870.527,1,2,ASCENT,2.3273,50.63,18.13,52.35,,,,100.0,Motivated,,
1757736870.619,1,2,ASCENT,3.2366,43.61,18.13,52.35,,,,100.0,Motivated,,
1757736870.702,1,2,ASCENT,3.0915,37.89,18.13,52.35,,,,100.0,Motivated,,
1757736986.294,1,0,TOP,0.1509,0.31,0.00,0.00,,,,50.0,Neutral,,
1757736987.291,1,0,TOP,0.1414,0.29,0.00,0.00,,,,50.0,Neutral,,
1757736987.366,1,0,TOP,0.0229,0.29,0.00,0.00,,,,50.0,Neutral,,
1757736987.444,1,0,TOP,0.3248,0.29,0.00,0.00,,,,50.0,Neutral,,
1757736987.520,1,0,TOP,0.3001,0.29,0.00,0.00,,,,50.0,Neutral,,
1757736987.597,1,0,TOP,0.0987,0.29,0.00,0.00,,,,50.0,Neutral,,
1757736987.679,1,0,TOP,0.6653,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736987.756,1,0,TOP,0.1991,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736987.834,1,0,TOP,-0.0000,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736987.911,1,0,TOP,0.0137,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736987.986,1,0,TOP,0.0552,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.065,1,0,TOP,0.0000,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.142,1,0,TOP,0.4106,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.217,1,0,TOP,0.1130,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.295,1,0,TOP,0.4539,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.382,1,0,TOP,0.5937,0.28,0.00,0.00,,,,50.0,Neutral,,
1757736988.486,1,0,TOP,0.0000,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.573,1,0,TOP,-0.0000,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.652,1,0,TOP,1.3302,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.731,1,0,TOP,0.2297,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.813,1,0,TOP,0.0000,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.893,1,0,TOP,0.0540,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736988.971,1,0,TOP,0.1239,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736989.053,1,0,TOP,0.3760,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736989.129,1,0,TOP,0.2635,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736989.205,1,0,TOP,-0.0000,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736989.282,1,0,TOP,0.0232,0.27,0.00,0.00,,,,50.0,Neutral,,
1757736989.362,1,0,TOP,0.1228,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.443,1,0,TOP,0.2446,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.516,1,0,TOP,0.1233,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.591,1,0,TOP,0.2667,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.665,1,0,TOP,-0.0000,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.742,1,0,TOP,0.0000,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.822,1,0,TOP,0.0000,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736989.950,1,0,TOP,0.1157,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736990.327,1,0,TOP,0.0396,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736990.405,1,0,TOP,0.0132,0.26,0.00,0.00,,,,50.0,Neutral,,
1757736990.478,1,0,TOP,-0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.558,1,0,TOP,0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.634,1,0,TOP,0.7918,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.729,1,0,TOP,-0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.834,1,0,TOP,0.0399,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.916,1,0,TOP,0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736990.995,1,0,TOP,0.2266,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.081,1,0,TOP,-0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.161,1,0,TOP,0.2268,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.236,1,0,TOP,0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.314,1,0,TOP,0.1038,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.392,1,0,TOP,-0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.466,1,0,TOP,0.1558,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.564,1,0,TOP,0.0219,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.647,1,0,TOP,0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.723,1,0,TOP,-0.0000,0.25,0.00,0.00,,,,50.0,Neutral,,
1757736991.799,1,0,TOP,0.1028,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736991.874,1,0,TOP,0.2317,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736991.952,1,0,TOP,0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.037,1,0,TOP,0.4869,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.121,1,0,TOP,-0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.203,1,0,TOP,-0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.283,1,0,TOP,0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.380,1,0,TOP,0.0286,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.461,1,0,TOP,0.8663,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.539,1,0,TOP,0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.614,1,0,TOP,0.0105,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.690,1,0,TOP,0.4157,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.774,1,0,TOP,0.1231,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736992.849,1,0,TOP,-0.0000,0.24,0.00,0.00,,,,50.0,Neutral,,
1757736999.925,1,0,TOP,0.0017,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.006,1,0,TOP,0.0000,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.112,1,0,TOP,0.4403,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.661,1,0,TOP,0.0592,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.737,1,0,TOP,0.3103,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.810,1,0,TOP,0.0785,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.911,1,0,TOP,0.1865,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737000.987,1,0,TOP,-0.0000,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737001.209,1,0,TOP,0.0702,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737001.288,1,0,TOP,0.1848,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737001.365,1,0,TOP,0.0000,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737001.460,1,0,TOP,1.0360,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737002.044,1,0,TOP,0.0000,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737002.127,1,0,TOP,0.2261,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737002.214,1,0,DESCENT,-0.0000,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737002.303,1,0,DESCENT,0.7275,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737004.115,1,0,DESCENT,10.3417,0.21,0.00,0.00,,,,50.0,Neutral,,
1757737007.522,1,0,TOP,1.6948,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.599,1,0,TOP,0.2632,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.674,1,0,TOP,0.0315,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.751,1,0,TOP,0.5829,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.836,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.912,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737007.986,1,0,TOP,0.1517,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.059,1,0,TOP,0.2564,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.132,1,0,TOP,0.9288,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.208,1,0,TOP,0.0593,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.289,1,0,TOP,0.4115,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.386,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.463,1,0,TOP,0.1385,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.547,1,0,TOP,0.2146,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.622,1,0,TOP,0.1257,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.696,1,0,TOP,0.1271,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.771,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.853,1,0,TOP,0.5551,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737008.940,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.025,1,0,TOP,0.1518,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.107,1,0,TOP,0.2083,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.183,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.260,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.343,1,0,TOP,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.418,1,0,TOP,-0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.497,1,0,DESCENT,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.574,1,0,DESCENT,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.653,1,0,DESCENT,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.733,1,0,DESCENT,0.0000,0.20,2.38,565.51,,,,50.0,Neutral,,
1757737009.808,1,0,ASCENT,0.0000,0.20,71.32,565.51,,,,50.0,Neutral,,
1757737009.886,1,0,ASCENT,-0.0000,0.20,71.32,565.51,,,,0.0,Demotivated,,
1757737009.963,1,0,ASCENT,0.3719,0.20,71.32,565.51,,,,50.0,Neutral,,
1757737010.036,1,0,ASCENT,7.2140,0.20,71.32,565.51,,,,50.0,Neutral,,
1757737010.116,1,0,ASCENT,0.0000,0.20,71.32,565.51,,,,0.0,Demotivated,,
1757737010.195,1,1,TOP,0.7774,0.20,71.32,68.42,,,,50.0,Neutral,,
1757737010.282,1,1,TOP,0.5016,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.375,1,1,TOP,0.0000,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.450,1,1,TOP,0.0000,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.529,1,1,TOP,0.0441,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.607,1,1,TOP,-0.0000,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.682,1,1,TOP,0.1193,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.760,1,1,TOP,0.1138,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.835,1,1,TOP,0.7706,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.918,1,1,TOP,0.1185,100.00,71.32,68.42,,,,50.0,Neutral,,
1757737010.999,1,1,TOP,0.1129,99.99,71.32,68.42,,,,50.0,Neutral,,
1757737011.079,1,1,TOP,0.3672,99.97,71.32,68.42,,,,50.0,Neutral,,
1757737011.158,1,1,TOP,0.3991,99.90,71.32,68.42,,,,50.0,Neutral,,
1757737011.243,1,1,DESCENT,0.0000,99.70,71.32,68.42,,,,50.0,Neutral,,
1757737011.324,1,1,DESCENT,-0.0000,99.29,71.32,68.42,,,,50.0,Neutral,,
1757737011.410,1,1,DESCENT,0.6979,98.43,71.32,68.42,,,,50.0,Neutral,,
1757737011.488,1,1,DESCENT,0.0000,97.07,71.32,68.42,,,,50.0,Neutral,,
1757737011.565,1,1,DESCENT,-0.0000,95.00,71.32,68.42,,,,50.0,Neutral,,
1757737011.648,1,1,BOTTOM,1.1601,91.77,59.64,68.42,,,,50.0,Neutral,,
1757737011.730,1,1,ASCENT,0.2331,87.48,59.64,68.42,,,,0.2,Demotivated,,
1757737011.810,1,1,ASCENT,0.5987,82.21,59.64,68.42,,,,1.5,Demotivated,,
1757737011.895,1,1,ASCENT,0.2359,75.65,59.64,68.42,,,,0.2,Demotivated,,
1757737011.972,1,2,TOP,0.8386,69.09,59.64,89.34,,,,6.0,Demotivated,,
1757737012.064,1,2,TOP,0.1703,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.153,1,2,TOP,1.0739,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.230,1,2,TOP,0.0000,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.307,1,2,TOP,0.1143,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.391,1,2,TOP,0.0000,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.470,1,2,TOP,0.0000,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.546,1,2,TOP,0.5100,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.622,1,2,TOP,0.0314,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.699,1,2,TOP,0.0443,100.00,59.64,89.34,,,,50.0,Neutral,,
1757737012.780,1,2,TOP,0.0650,99.99,59.64,89.34,,,,50.0,Neutral,,
1757737012.862,1,2,TOP,0.2131,99.97,59.64,89.34,,,,50.0,Neutral,,
1757737012.942,1,2,TOP,0.0000,99.89,59.64,89.34,,,,50.0,Neutral,,
1757737013.016,1,2,TOP,0.2679,99.72,59.64,89.34,,,,50.0,Neutral,,
1757737013.091,1,2,DESCENT,0.1698,99.36,59.64,89.34,,,,50.0,Neutral,,
1757737013.169,1,2,BOTTOM,4.6443,98.64,75.90,89.34,,,,50.0,Neutral,,
1757737013.274,1,2,ASCENT,0.6166,96.85,75.90,89.34,,,,1.3,Demotivated,,
1757737013.359,1,2,ASCENT,3.3403,94.43,75.90,89.34,,,,100.0,Motivated,,
1757737013.446,1,2,ASCENT,3.1729,90.74,75.90,89.34,,,,100.0,Motivated,,
1757737013.530,1,2,ASCENT,7.3120,85.98,75.90,89.34,,,,100.0,Motivated,,
1757737013.611,1,2,ASCENT,0.6493,80.41,75.90,89.34,,,,1.6,Demotivated,,
1757737013.688,1,2,ASCENT,0.2613,74.21,75.90,89.34,,,,0.2,Demotivated,,
1757737029.855,2,0,TOP,0.5752,50.00,75.90,27.07,,,,50.0,Neutral,,
1757737029.958,2,0,TOP,0.1605,0.37,75.90,27.07,,,,50.0,Neutral,,
1757737030.042,2,0,TOP,0.0000,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.134,2,0,TOP,-0.0000,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.218,2,0,TOP,0.2160,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.305,2,0,TOP,0.0000,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.392,2,0,TOP,0.1160,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.479,2,0,TOP,0.2007,0.36,75.90,27.07,,,,50.0,Neutral,,
1757737030.587,2,0,TOP,-0.0000,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737030.686,2,0,TOP,0.1388,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737030.780,2,0,TOP,-0.0000,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737030.871,2,0,TOP,0.0305,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737030.957,2,0,TOP,0.0747,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737031.043,2,0,TOP,0.3384,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737031.132,2,0,TOP,0.0910,0.35,75.90,27.07,,,,50.0,Neutral,,
1757737031.216,2,0,TOP,0.0594,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.300,2,0,TOP,-0.0000,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.389,2,0,TOP,0.0000,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.479,2,0,TOP,0.1035,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.565,2,0,TOP,0.0000,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.691,2,0,TOP,0.4459,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.786,2,0,TOP,0.1012,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.873,2,0,DESCENT,0.0000,0.34,75.90,27.07,,,,50.0,Neutral,,
1757737031.958,2,0,ASCENT,0.5754,0.33,18.17,27.07,,,,50.0,Neutral,,
1757737032.063,2,0,TOP,0.4615,0.33,18.17,162.03,,,,50.0,Neutral,,
1757737032.541,2,0,TOP,0.0000,0.33,18.17,162.03,,,,50.0,Neutral,,
1757737032.877,2,0,TOP,0.0000,0.32,18.17,162.03,,,,50.0,Neutral,,
1757737032.992,2,0,TOP,0.2085,0.32,18.17,162.03,,,,50.0,Neutral,,
1757737330.076,1,0,BOTTOM,8.6219,0.64,0.00,0.00,,,,50.0,Neutral,,
1757737331.435,1,0,BOTTOM,0.1958,0.46,0.00,0.00,,,,50.0,Neutral,,
1757737331.577,1,0,ASCENT,0.9250,0.45,0.00,0.00,,,,50.0,Neutral,,
1757737331.665,1,0,DESCENT,0.0226,0.44,0.00,216.50,,,,50.0,Neutral,,
1757737331.754,1,0,DESCENT,-0.0000,0.44,0.00,216.50,,,,50.0,Neutral,,
1757737331.853,1,0,BOTTOM,0.0459,0.43,49.85,216.50,,,,50.0,Neutral,,
1757737331.947,1,1,TOP,0.7568,0.43,49.85,264.18,,,,50.0,Neutral,,
1757737332.030,1,1,TOP,0.2191,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.110,1,1,TOP,0.3244,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.190,1,1,TOP,0.1011,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.275,1,1,TOP,0.2733,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.351,1,1,TOP,0.6118,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.429,1,1,TOP,0.1981,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.514,1,1,TOP,0.0000,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.614,1,1,TOP,0.0000,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.722,1,1,TOP,0.0000,100.00,49.85,264.18,,,,50.0,Neutral,,
1757737332.801,1,1,TOP,-0.0000,99.98,49.85,264.18,,,,50.0,Neutral,,
1757737332.881,1,1,TOP,0.4145,99.93,49.85,264.18,,,,50.0,Neutral,,
1757737332.963,1,1,TOP,0.4983,99.80,49.85,264.18,,,,50.0,Neutral,,
1757737333.039,1,1,TOP,0.1703,99.51,49.85,264.18,,,,50.0,Neutral,,
1757737333.125,1,1,TOP,0.2877,98.86,49.85,264.18,,,,50.0,Neutral,,
1757737333.212,1,1,TOP,0.1996,97.64,49.85,264.18,,,,50.0,Neutral,,
1757737333.311,1,1,TOP,0.0715,95.18,49.85,264.18,,,,50.0,Neutral,,
1757737333.405,1,1,TOP,0.1050,91.49,49.85,264.18,,,,50.0,Neutral,,
1757737333.486,1,1,TOP,0.6377,87.14,49.85,264.18,,,,50.0,Neutral,,
1757737333.573,1,1,TOP,0.0000,81.32,49.85,264.18,,,,50.0,Neutral,,
1757737333.651,1,1,TOP,0.0000,75.19,49.85,264.18,,,,50.0,Neutral,,
1757737333.738,1,1,TOP,0.1368,67.83,49.85,264.18,,,,50.0,Neutral,,
1757737333.817,1,1,TOP,0.0630,60.90,49.85,264.18,,,,50.0,Neutral,,
1757737333.894,1,1,TOP,0.6415,54.30,49.85,264.18,,,,50.0,Neutral,,
1757737333.973,1,1,TOP,0.0727,47.92,49.85,264.18,,,,50.0,Neutral,,
1757737334.050,1,1,TOP,0.0000,42.19,49.85,264.18,,,,50.0,Neutral,,
1757737334.127,1,1,TOP,0.0871,37.06,49.85,264.18,,,,50.0,Neutral,,
1757737334.211,1,1,TOP,0.0000,32.15,49.85,264.18,,,,50.0,Neutral,,
1757737334.296,1,1,TOP,0.0334,27.87,49.85,264.18,,,,50.0,Neutral,,
1757737334.373,1,1,TOP,0.0000,24.53,49.85,264.18,,,,50.0,Neutral,,
1757737334.451,1,1,TOP,0.0143,21.61,49.85,264.18,,,,50.0,Neutral,,
1757737334.538,1,1,TOP,0.0915,18.84,49.85,264.18,,,,50.0,Neutral,,
1757737334.616,1,1,TOP,0.0789,16.75,49.85,264.18,,,,50.0,Neutral,,
1757737334.709,1,1,TOP,0.1097,14.60,49.85,264.18,,,,50.0,Neutral,,
1757737334.799,1,1,TOP,0.4219,12.87,49.85,264.18,,,,50.0,Neutral,,
1757737334.896,1,1,TOP,-0.0000,11.30,49.85,264.18,,,,50.0,Neutral,,
1757737334.974,1,1,TOP,0.0496,10.23,49.85,264.18,,,,50.0,Neutral,,
1757737335.061,1,1,TOP,-0.0000,9.21,49.85,264.18,,,,50.0,Neutral,,
1757737335.139,1,1,TOP,0.2147,8.39,49.85,264.18,,,,50.0,Neutral,,
1757737335.216,1,1,TOP,-0.0000,7.69,49.85,264.18,,,,50.0,Neutral,,
1757737335.293,1,1,TOP,0.0000,7.08,49.85,264.18,,,,50.0,Neutral,,
1757737335.374,1,1,DESCENT,0.0000,6.51,49.85,264.18,,,,50.0,Neutral,,
1757737335.473,1,1,DESCENT,0.0000,5.90,49.85,264.18,,,,50.0,Neutral,,
1757737335.574,1,1,DESCENT,0.0000,5.36,49.85,264.18,,,,50.0,Neutral,,
1757737335.657,1,1,DESCENT,0.0000,4.97,49.85,264.18,,,,50.0,Neutral,,
1757737335.741,1,1,DESCENT,0.0000,4.63,49.85,264.18,,,,50.0,Neutral,,
1757737335.819,1,1,ASCENT,1.7519,4.33,69.77,264.18,,,,100.0,Motivated,,
1757737335.897,1,1,ASCENT,3.7522,4.07,69.77,264.18,,,,100.0,Motivated,,
1757737335.975,1,1,ASCENT,0.0870,3.83,69.77,264.18,,,,0.1,Demotivated,,
1757737336.054,1,1,ASCENT,2.2534,3.61,69.77,264.18,,,,100.0,Motivated,,
1757737336.142,1,2,TOP,0.8828,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.226,1,2,TOP,0.4856,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.314,1,2,TOP,0.0000,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.402,1,2,TOP,-0.0000,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.491,1,2,TOP,0.2044,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.583,1,2,TOP,-0.0000,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.664,1,2,TOP,0.1973,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.744,1,2,TOP,-0.0000,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.822,1,2,TOP,0.0466,100.00,69.77,112.80,,,,50.0,Neutral,,
1757737336.905,1,2,TOP,0.6203,99.99,69.77,112.80,,,,50.0,Neutral,,
1757737336.983,1,2,TOP,0.0000,99.96,69.77,112.80,,,,50.0,Neutral,,
1757737337.060,1,2,TOP,0.2312,99.88,69.77,112.80,,,,50.0,Neutral,,
1757737337.139,1,2,TOP,0.0000,99.68,69.77,112.80,,,,50.0,Neutral,,
1757737337.224,1,2,BOTTOM,0.4554,99.20,50.42,112.80,,,,50.0,Neutral,,
1757737337.312,1,2,ASCENT,0.1338,98.23,50.42,112.80,,,,0.2,Demotivated,,
1757737337.398,1,2,ASCENT,0.7149,96.56,50.42,112.80,,,,46.6,Neutral,,
1757737337.478,1,2,ASCENT,0.0000,94.15,50.42,112.80,,,,0.0,Demotivated,,
1757737337.557,1,2,ASCENT,0.0000,90.78,50.42,112.80,,,,0.0,Demotivated,,
1757737337.641,1,2,ASCENT,0.9330,86.01,50.42,112.80,,,,90.0,Motivated,,
1757737337.728,1,2,ASCENT,0.7656,79.94,50.42,112.80,,,,60.1,Motivated,,
1757737337.834,1,2,ASCENT,2.2127,71.34,50.42,112.80,,,,100.0,Motivated,,
1757737353.957,2,0,TOP,0.0000,0.37,50.42,16.69,,,,50.0,Neutral,,
1757737354.039,2,0,TOP,0.1561,0.37,50.42,16.69,,,,50.0,Neutral,,
1757737354.121,2,0,TOP,0.3080,0.36,50.42,16.69,,,,50.0,Neutral,,
1757737354.196,2,0,TOP,0.0000,0.36,50.42,16.69,,,,50.0,Neutral,,
1757737354.275,2,0,TOP,0.0000,0.36,50.42,16.69,,,,50.0,Neutral,,
1757737354.360,2,0,TOP,0.2277,0.36,50.42,16.69,,,,50.0,Neutral,,
