ts,set_idx,rep_idx,state,live_up_norm,live_cadence,last_down_vel_deg_s,last_up_vel_deg_s,cycle_s,idle_top_s,depth_min_knee_deg,mot_live,mot_live_label,mot_rep,mot_rep_label
1757724029.019,1,0,TOP,-0.0881,0.67,0.00,0.00,,,,0.7,Demotivated,,
1757724029.315,1,0,TOP,0.1141,0.67,0.00,0.00,,,,0.7,Demotivated,,
1757724029.616,1,0,TOP,-0.0000,0.67,0.00,0.00,,,,0.7,Demotivated,,
1757724029.915,1,0,TOP,-0.0361,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724030.223,1,0,TOP,-0.0000,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724030.507,1,0,TOP,0.0340,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724030.812,1,0,TOP,-0.0000,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724031.110,1,0,TOP,0.1007,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724031.409,1,0,TOP,0.1130,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724031.698,1,0,TOP,-0.0326,0.66,0.00,0.00,,,,0.7,Demotivated,,
1757724032.004,1,0,TOP,-0.0000,0.65,0.00,0.00,,,,0.7,Demotivated,,
1757724032.310,1,0,TOP,-0.0636,0.65,0.00,0.00,,,,0.7,Demotivated,,
1757724032.610,1,0,TOP,0.0273,0.65,0.00,0.00,,,,0.7,Demotivated,,
1757724032.900,1,0,TOP,-0.0321,0.65,0.00,0.00,,,,0.7,Demotivated,,
1757724033.201,1,0,TOP,-0.0000,0.65,0.00,0.00,,,,0.6,Demotivated,,
1757724033.506,1,0,TOP,-0.0323,0.65,0.00,0.00,,,,0.6,Demotivated,,
1757724033.816,1,0,TOP,-0.0814,0.65,0.00,0.00,,,,0.6,Demotivated,,
1757724034.098,1,0,TOP,-0.0000,0.65,0.00,0.00,,,,0.6,Demotivated,,
1757724034.401,1,0,TOP,0.0343,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724034.708,1,0,TOP,-0.3618,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724035.010,1,0,TOP,0.0269,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724035.298,1,0,DESCENT,-0.2285,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724035.605,1,0,DESCENT,0.1369,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724035.907,1,0,DESCENT,-0.1424,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724036.210,1,0,DESCENT,0.0974,0.64,0.00,0.00,,,,0.6,Demotivated,,
1757724279.372,1,0,TOP,0.1366,1.02,0.00,0.00,,,,1.0,Demotivated,,
1757724279.548,1,0,DESCENT,-0.0376,1.01,0.00,0.00,,,,1.0,Demotivated,,
1757724279.723,1,0,DESCENT,-0.1860,1.00,0.00,0.00,,,,1.0,Demotivated,,
1757724279.917,1,0,DESCENT,0.0952,0.98,0.00,0.00,,,,1.0,Demotivated,,
1757724280.091,1,0,DESCENT,0.3827,0.97,0.00,0.00,,,,1.0,Demotivated,,
1757724280.267,1,0,DESCENT,0.3611,0.96,0.00,0.00,,,,1.0,Demotivated,,
1757724280.446,1,0,DESCENT,0.8764,0.95,0.00,0.00,,,,1.0,Demotivated,,
1757724280.636,1,0,DESCENT,0.0445,0.94,0.00,0.00,,,,1.0,Demotivated,,
1757724280.811,1,0,DESCENT,0.0487,0.93,0.00,0.00,,,,1.0,Demotivated,,
1757724280.993,1,0,DESCENT,-0.0000,0.92,0.00,0.00,,,,1.0,Demotivated,,
1757724281.164,1,0,DESCENT,0.3622,0.91,0.00,0.00,,,,1.0,Demotivated,,
1757724281.356,1,0,DESCENT,0.1347,0.90,0.00,0.00,,,,1.0,Demotivated,,
1757724281.532,1,0,DESCENT,0.3474,0.89,0.00,0.00,,,,1.0,Demotivated,,
1757724281.707,1,0,DESCENT,-0.3710,0.88,0.00,0.00,,,,1.0,Demotivated,,
1757724281.884,1,0,DESCENT,-2.1256,0.88,0.00,0.00,,,,1.0,Demotivated,,
1757724282.076,1,0,DESCENT,-1.7850,0.87,0.00,0.00,,,,1.0,Demotivated,,
1757724282.252,1,0,BOTTOM,1.3735,0.86,9.86,0.00,,,,1.0,Demotivated,,
1757724282.428,1,0,ASCENT,1.9079,0.85,9.86,0.00,,,,50.0,Demotivated,,
1757724282.603,1,0,ASCENT,0.9783,0.85,9.86,0.00,,,,50.0,Demotivated,,
1757724282.797,1,0,ASCENT,0.1729,0.84,9.86,0.00,,,,18.5,Demotivated,,
1757724282.848,1,1,REP_END,0.0554,0.84,9.86,48.27,10.914,7.614,141.30,2.3,Demotivated,52,Neutral
1757724282.975,1,1,TOP,-0.1734,100.00,9.86,48.27,,,,100.0,Motivated,,
1757724283.147,1,1,TOP,-0.0965,100.00,9.86,48.27,,,,100.0,Motivated,,
1757724283.326,1,1,TOP,-0.9437,100.00,9.86,48.27,,,,100.0,Motivated,,
1757724283.515,1,1,DESCENT,-1.6772,100.00,9.86,48.27,,,,100.0,Motivated,,
1757724283.691,1,1,DESCENT,-2.1161,99.92,9.86,48.27,,,,100.0,Motivated,,
1757724283.868,1,1,BOTTOM,1.6896,99.33,47.55,48.27,,,,100.0,Motivated,,
1757724284.045,1,1,ASCENT,1.8073,97.04,47.55,48.27,,,,100.0,Motivated,,
1757724284.172,1,2,REP_END,0.8266,93.43,47.55,57.05,1.324,0.667,150.88,75.6,Motivated,73,Motivated
1757724284.236,1,2,DESCENT,0.1754,100.00,47.55,57.05,,,,100.0,Motivated,,
1757724284.413,1,2,DESCENT,-0.1692,100.00,47.55,57.05,,,,100.0,Motivated,,
1757724284.588,1,2,DESCENT,-0.0858,100.00,47.55,57.05,,,,100.0,Motivated,,
1757724284.763,1,2,DESCENT,-2.1492,100.00,47.55,57.05,,,,100.0,Motivated,,
1757724284.955,1,2,DESCENT,-1.1492,99.97,47.55,57.05,,,,100.0,Motivated,,
1757724285.132,1,2,DESCENT,-0.2262,99.64,47.55,57.05,,,,100.0,Motivated,,
1757724285.307,1,2,DESCENT,0.4170,98.14,47.55,57.05,,,,100.0,Motivated,,
1757724285.487,1,2,ASCENT,1.8830,93.75,14.13,57.05,,,,100.0,Motivated,,
1757724285.676,1,2,ASCENT,0.3906,84.77,14.13,57.05,,,,9.3,Demotivated,,
1757724285.724,1,3,REP_END,0.4595,81.78,14.13,61.61,1.552,0.063,150.14,13.7,Demotivated,27,Demotivated
1757724285.851,1,3,TOP,-0.5341,100.00,14.13,61.61,,,,100.0,Motivated,,
1757724286.028,1,3,TOP,-0.1831,100.00,14.13,61.61,,,,100.0,Motivated,,
1757724286.205,1,3,TOP,0.2963,100.00,14.13,61.61,,,,100.0,Motivated,,
1757724286.395,1,3,TOP,-0.0461,100.00,14.13,61.61,,,,100.0,Motivated,,
1757724286.571,1,3,TOP,-0.0453,99.92,14.13,61.61,,,,99.9,Motivated,,
1757724286.749,1,3,TOP,-0.0000,99.30,14.13,61.61,,,,99.3,Motivated,,
1757724286.924,1,3,TOP,-0.0611,96.96,14.13,61.61,,,,97.0,Motivated,,
1757724287.115,1,3,TOP,-0.0940,90.70,14.13,61.61,,,,90.7,Motivated,,
1757724287.291,1,3,TOP,-0.0000,80.76,14.13,61.61,,,,80.8,Motivated,,
1757724287.467,1,3,TOP,-0.0000,68.24,14.13,61.61,,,,68.2,Motivated,,
1757724287.643,1,3,TOP,0.1257,55.47,14.13,61.61,,,,55.5,Neutral,,
1757724287.836,1,3,TOP,-0.0000,43.16,14.13,61.61,,,,43.2,Demotivated,,
1757724288.011,1,3,TOP,-0.0951,34.24,14.13,61.61,,,,34.2,Demotivated,,
1757724288.188,1,3,TOP,-0.0000,27.32,14.13,61.61,,,,27.3,Demotivated,,
1757724288.363,1,3,TOP,-0.0637,22.10,14.13,61.61,,,,22.1,Demotivated,,
1757724288.556,1,3,TOP,-0.0000,17.83,14.13,61.61,,,,17.8,Demotivated,,
1757724288.731,1,3,TOP,-0.0000,14.91,14.13,61.61,,,,14.9,Demotivated,,
1757724288.907,1,3,TOP,-0.0461,12.64,14.13,61.61,,,,12.6,Demotivated,,
1757724289.083,1,3,TOP,-0.0000,10.87,14.13,61.61,,,,10.9,Demotivated,,
1757724289.275,1,3,TOP,-0.0000,9.35,14.13,61.61,,,,9.4,Demotivated,,
1757724289.452,1,3,TOP,-0.0000,8.24,14.13,61.61,,,,8.2,Demotivated,,
1757724289.627,1,3,TOP,0.0468,7.34,14.13,61.61,,,,7.3,Demotivated,,
1757724289.804,1,3,TOP,0.1211,6.59,14.13,61.61,,,,6.6,Demotivated,,
1757724289.999,1,3,TOP,-0.0000,5.91,14.13,61.61,,,,5.9,Demotivated,,
1757724290.171,1,3,TOP,-0.0000,5.41,14.13,61.61,,,,5.4,Demotivated,,
1757724290.347,1,3,TOP,-0.0000,4.97,14.13,61.61,,,,5.0,Demotivated,,
1757724290.523,1,3,TOP,-0.0000,4.60,14.13,61.61,,,,4.6,Demotivated,,
1757724290.715,1,3,TOP,-0.1867,4.24,14.13,61.61,,,,4.2,Demotivated,,
1757724290.891,1,3,TOP,0.0467,3.96,14.13,61.61,,,,4.0,Demotivated,,
1757724291.067,1,3,TOP,-0.0000,3.72,14.13,61.61,,,,3.7,Demotivated,,
1757724291.243,1,3,TOP,0.0605,3.50,14.13,61.61,,,,3.5,Demotivated,,
1757724291.436,1,3,TOP,0.1368,3.30,14.13,61.61,,,,3.3,Demotivated,,
1757724291.635,1,3,TOP,-0.0393,3.11,14.13,61.61,,,,3.1,Demotivated,,
1757724291.799,1,3,TOP,-1.5080,2.97,14.13,61.61,,,,3.0,Demotivated,,
1757724291.978,1,3,DESCENT,-0.9855,2.83,14.13,61.61,,,,2.9,Demotivated,,
1757724292.161,1,3,DESCENT,0.4320,2.70,14.13,61.61,,,,2.9,Demotivated,,
1757724292.335,1,3,BOTTOM,1.5508,2.59,35.46,61.61,,,,2.9,Demotivated,,
1757724292.511,1,3,ASCENT,0.3495,2.49,35.46,61.61,,,,7.7,Demotivated,,
1757724292.574,1,4,REP_END,0.3097,2.46,35.46,74.26,6.850,6.200,152.43,6.1,Demotivated,16,Demotivated
1757724292.686,1,4,DESCENT,-0.4094,100.00,35.46,74.26,,,,100.0,Motivated,,
1757724292.878,1,4,DESCENT,-0.0859,100.00,35.46,74.26,,,,100.0,Motivated,,
1757724293.055,1,4,DESCENT,-1.4589,100.00,35.46,74.26,,,,100.0,Motivated,,
1757724293.229,1,4,DESCENT,-0.5858,100.00,35.46,74.26,,,,100.0,Motivated,,
1757724293.406,1,4,DESCENT,-0.4794,99.93,35.46,74.26,,,,100.0,Motivated,,
1757724293.598,1,4,BOTTOM,0.8907,99.30,19.61,74.26,,,,100.0,Motivated,,
1757724293.774,1,4,ASCENT,1.1068,96.97,19.61,74.26,,,,93.9,Motivated,,
1757724293.949,1,5,REP_END,0.1331,91.39,19.61,59.06,1.375,0.064,150.67,2.0,Demotivated,30,Demotivated
1757724293.949,1,5,TOP,0.1331,91.39,19.61,59.06,,,,2.0,Demotivated,,
1757724294.125,1,5,DESCENT,-0.0588,100.00,19.61,59.06,,,,100.0,Motivated,,
1757724294.318,1,5,DESCENT,-0.4038,100.00,19.61,59.06,,,,100.0,Motivated,,
1757724294.496,1,5,DESCENT,-0.9845,100.00,19.61,59.06,,,,100.0,Motivated,,
1757724294.667,1,5,DESCENT,-2.2029,99.99,19.61,59.06,,,,100.0,Motivated,,
1757724294.844,1,5,DESCENT,0.8992,99.84,19.61,59.06,,,,100.0,Motivated,,
1757724295.036,1,5,ASCENT,1.2564,98.75,15.73,59.06,,,,100.0,Motivated,,
1757724295.211,1,5,ASCENT,0.4775,95.43,15.73,59.06,,,,18.4,Demotivated,,
1757724295.276,1,6,REP_END,-0.0874,93.33,15.73,59.68,1.327,0.065,154.11,0.4,Demotivated,56,Neutral
1757724295.387,1,6,DESCENT,0.1306,100.00,15.73,59.68,,,,100.0,Motivated,,
1757724295.563,1,6,DESCENT,-0.2349,100.00,15.73,59.68,,,,100.0,Motivated,,
1757724295.755,1,6,DESCENT,-0.9632,100.00,15.73,59.68,,,,100.0,Motivated,,
1757724295.932,1,6,DESCENT,0.2030,100.00,15.73,59.68,,,,100.0,Motivated,,
1757724296.107,1,6,DESCENT,0.0510,99.93,15.73,59.68,,,,100.0,Motivated,,
1757724296.283,1,6,DESCENT,0.4342,99.41,15.73,59.68,,,,100.0,Motivated,,
1757724296.475,1,6,DESCENT,-0.0000,96.98,15.73,59.68,,,,100.0,Motivated,,
1757724296.652,1,6,DESCENT,0.0921,91.33,15.73,59.68,,,,100.0,Motivated,,
1757724296.828,1,6,DESCENT,-0.0956,81.76,15.73,59.68,,,,100.0,Motivated,,
1757724297.004,1,6,DESCENT,0.0614,69.37,15.73,59.68,,,,100.0,Motivated,,
1757724297.195,1,6,DESCENT,-0.0975,55.45,15.73,59.68,,,,100.0,Motivated,,
1757724297.373,1,6,DESCENT,0.0448,44.02,15.73,59.68,,,,100.0,Motivated,,
1757724297.547,1,6,DESCENT,-0.0461,34.94,15.73,59.68,,,,100.0,Motivated,,
1757724297.723,1,6,DESCENT,0.1904,27.90,15.73,59.68,,,,100.0,Motivated,,
1757724297.916,1,6,DESCENT,0.0459,22.09,15.73,59.68,,,,100.0,Motivated,,
1757724298.092,1,6,DESCENT,0.3469,18.14,15.73,59.68,,,,100.0,Motivated,,
1757724298.267,1,6,DESCENT,-0.0901,15.15,15.73,59.68,,,,100.0,Motivated,,
1757724298.443,1,6,DESCENT,0.0624,12.82,15.73,59.68,,,,100.0,Motivated,,
1757724298.635,1,6,DESCENT,0.1410,10.87,15.73,59.68,,,,100.0,Motivated,,
1757724298.811,1,6,DESCENT,-0.2875,9.46,15.73,59.68,,,,100.0,Motivated,,
1757724298.992,1,6,DESCENT,0.0461,8.31,15.73,59.68,,,,100.0,Motivated,,
1757724299.163,1,6,DESCENT,-0.0000,7.42,15.73,59.68,,,,100.0,Motivated,,
1757724299.357,1,6,DESCENT,-0.0000,6.59,15.73,59.68,,,,100.0,Motivated,,
1757724299.531,1,6,DESCENT,-0.0000,5.97,15.73,59.68,,,,100.0,Motivated,,
1757724299.707,1,6,DESCENT,0.1384,5.45,15.73,59.68,,,,100.0,Motivated,,
1757724299.883,1,6,DESCENT,-0.0000,5.01,15.73,59.68,,,,100.0,Motivated,,
1757724300.074,1,6,DESCENT,-0.0000,4.60,15.73,59.68,,,,100.0,Motivated,,
1757724300.252,1,6,DESCENT,-0.0000,4.27,15.73,59.68,,,,100.0,Motivated,,
1757724300.429,1,6,DESCENT,0.1339,3.99,15.73,59.68,,,,100.0,Motivated,,
1757724300.604,1,6,DESCENT,0.0586,3.74,15.73,59.68,,,,100.0,Motivated,,
1757724300.795,1,6,DESCENT,-0.0000,3.50,15.73,59.68,,,,100.0,Motivated,,
1757724300.971,1,6,DESCENT,0.1864,3.31,15.73,59.68,,,,100.0,Motivated,,
1757724301.148,1,6,DESCENT,-0.0454,3.14,15.73,59.68,,,,100.0,Motivated,,
1757724301.323,1,6,DESCENT,-0.0000,2.99,15.73,59.68,,,,100.0,Motivated,,
1757724301.515,1,6,DESCENT,0.1321,2.84,15.73,59.68,,,,100.0,Motivated,,
1757724301.691,1,6,DESCENT,-0.9691,2.71,15.73,59.68,,,,100.0,Motivated,,
1757724301.867,1,6,DESCENT,-1.3952,2.60,15.73,59.68,,,,100.0,Motivated,,
1757724302.042,1,6,DESCENT,0.5716,2.50,15.73,59.68,,,,100.0,Motivated,,
1757724302.236,1,6,DESCENT,0.9578,2.40,15.73,59.68,,,,100.0,Motivated,,
1757724302.412,1,6,ASCENT,1.0394,2.31,2.70,59.68,,,,83.7,Motivated,,
1757724302.588,1,7,REP_END,0.0871,2.24,2.70,67.25,7.312,0.048,150.22,1.4,Demotivated,15,Demotivated
1757724302.588,1,7,TOP,0.0871,2.24,2.70,67.25,,,,1.4,Demotivated,,
1757724302.763,1,7,DESCENT,-0.1819,100.00,2.70,67.25,,,,100.0,Motivated,,
1757724302.955,1,7,DESCENT,-0.0902,100.00,2.70,67.25,,,,100.0,Motivated,,
1757724303.132,1,7,DESCENT,-1.9175,100.00,2.70,67.25,,,,100.0,Motivated,,
1757724303.307,1,7,DESCENT,0.0737,99.99,2.70,67.25,,,,100.0,Motivated,,
1757724303.487,1,7,DESCENT,0.7327,99.83,2.70,67.25,,,,100.0,Motivated,,
1757724303.676,1,7,ASCENT,1.5780,98.74,22.91,67.25,,,,99.7,Motivated,,
1757724303.851,1,7,ASCENT,0.1322,95.39,22.91,67.25,,,,2.0,Demotivated,,
1757724303.964,1,8,REP_END,-0.1754,91.35,22.91,57.22,1.376,0.063,149.02,0.3,Demotivated,39,Demotivated
1757724304.028,1,8,TOP,-0.1784,100.00,22.91,57.22,,,,100.0,Motivated,,
1757724304.203,1,8,TOP,-1.8174,100.00,22.91,57.22,,,,100.0,Motivated,,
1757724304.395,1,8,DESCENT,-0.5066,100.00,22.91,57.22,,,,100.0,Motivated,,
1757724304.571,1,8,DESCENT,0.4550,100.00,22.91,57.22,,,,100.0,Motivated,,
1757724304.747,1,8,DESCENT,0.4175,99.97,22.91,57.22,,,,100.0,Motivated,,
1757724304.924,1,8,ASCENT,2.1439,99.64,46.29,57.22,,,,100.0,Motivated,,
1757724305.115,1,8,ASCENT,0.6363,97.89,46.29,57.22,,,,34.9,Demotivated,,
1757724305.162,1,9,REP_END,-0.4058,97.00,46.29,71.74,1.199,0.432,148.32,0.1,Demotivated,50,Neutral
1757724305.293,1,9,DESCENT,-0.0414,100.00,46.29,71.74,,,,100.0,Motivated,,
1757724305.467,1,9,DESCENT,-0.5128,100.00,46.29,71.74,,,,100.0,Motivated,,
1757724305.644,1,9,DESCENT,-2.4164,100.00,46.29,71.74,,,,100.0,Motivated,,
1757724305.836,1,9,DESCENT,-0.1485,100.00,46.29,71.74,,,,100.0,Motivated,,
1757724306.012,1,9,DESCENT,0.3408,99.91,46.29,71.74,,,,100.0,Motivated,,
1757724306.186,1,9,DESCENT,1.6730,99.30,46.29,71.74,,,,100.0,Motivated,,
1757724306.363,1,9,ASCENT,0.8355,96.96,15.07,71.74,,,,58.0,Neutral,,
1757724306.491,1,10,REP_END,0.0439,93.25,15.07,75.35,1.329,0.064,150.24,1.1,Demotivated,11,Demotivated
1757724306.555,1,10,TOP,-0.1314,100.00,15.07,75.35,,,,100.0,Motivated,,
1757724306.731,1,10,TOP,-0.2194,100.00,15.07,75.35,,,,100.0,Motivated,,
1757724306.907,1,10,TOP,-1.6624,100.00,15.07,75.35,,,,100.0,Motivated,,
1757724307.082,1,10,TOP,-2.6244,100.00,15.07,75.35,,,,100.0,Motivated,,
1757724307.275,1,10,DESCENT,-0.9814,99.97,15.07,75.35,,,,100.0,Motivated,,
1757724307.451,1,10,DESCENT,0.7242,99.65,15.07,75.35,,,,100.0,Motivated,,
1757724307.627,1,10,ASCENT,1.2428,98.13,32.78,75.35,,,,97.2,Motivated,,
1757724307.804,1,10,ASCENT,0.9546,93.85,32.78,75.35,,,,83.5,Motivated,,
1757724307.867,1,11,REP_END,0.4273,91.37,32.78,44.33,1.376,0.655,153.61,12.7,Demotivated,49,Demotivated
1757724307.998,1,11,TOP,-0.2580,100.00,32.78,44.33,,,,100.0,Motivated,,
1757724308.171,1,11,TOP,-0.2215,100.00,32.78,44.33,,,,100.0,Motivated,,
1757724308.348,1,11,TOP,-1.3048,100.00,32.78,44.33,,,,100.0,Motivated,,
1757724308.523,1,11,DESCENT,-1.9260,100.00,32.78,44.33,,,,100.0,Motivated,,
1757724308.715,1,11,DESCENT,0.0848,99.91,32.78,44.33,,,,100.0,Motivated,,
1757724308.891,1,11,ASCENT,2.1963,99.30,56.60,44.33,,,,100.0,Motivated,,
1757724309.067,1,11,ASCENT,1.1254,96.97,56.60,44.33,,,,89.8,Motivated,,
1757724309.243,1,12,REP_END,0.6372,91.36,56.60,56.59,1.376,0.656,146.58,29.9,Demotivated,60,Motivated
1757724309.243,1,12,TOP,0.6372,91.36,56.60,56.59,,,,29.9,Demotivated,,
1757724309.436,1,12,TOP,0.1330,100.00,56.60,56.59,,,,100.0,Motivated,,
1757724309.611,1,12,TOP,-0.1762,100.00,56.60,56.59,,,,100.0,Motivated,,
1757724309.787,1,12,TOP,-0.0448,100.00,56.60,56.59,,,,100.0,Motivated,,
1757724309.964,1,12,TOP,-0.1239,99.99,56.60,56.59,,,,100.0,Motivated,,
1757724310.156,1,12,TOP,-0.0460,99.80,56.60,56.59,,,,99.8,Motivated,,
1757724310.330,1,12,TOP,0.0968,98.74,56.60,56.59,,,,98.7,Motivated,,
1757724310.507,1,12,TOP,-0.0856,95.37,56.60,56.59,,,,95.4,Motivated,,
1757724310.683,1,12,TOP,0.0599,88.33,56.60,56.59,,,,88.3,Motivated,,
1757724310.876,1,12,TOP,-0.0000,76.31,56.60,56.59,,,,76.3,Motivated,,
1757724311.050,1,12,TOP,-0.1651,63.52,56.60,56.59,,,,63.5,Motivated,,
1757724311.226,1,12,TOP,-0.1203,51.09,56.60,56.59,,,,51.1,Neutral,,
1757724311.405,1,12,TOP,0.1500,40.38,56.60,56.59,,,,40.4,Demotivated,,
1757724311.595,1,12,TOP,0.2357,31.48,56.60,56.59,,,,31.5,Demotivated,,
1757724311.771,1,12,TOP,0.0381,25.24,56.60,56.59,,,,25.2,Demotivated,,
1757724311.947,1,12,TOP,0.0383,20.53,56.60,56.59,,,,20.5,Demotivated,,
1757724312.124,1,12,TOP,0.1035,16.95,56.60,56.59,,,,16.9,Demotivated,,
1757724312.315,1,12,TOP,-0.0000,14.01,56.60,56.59,,,,14.0,Demotivated,,
1757724312.494,1,12,TOP,0.1207,11.91,56.60,56.59,,,,11.9,Demotivated,,
1757724312.667,1,12,TOP,-0.0000,10.32,56.60,56.59,,,,10.3,Demotivated,,
1757724312.843,1,12,TOP,-0.0000,9.02,56.60,56.59,,,,9.0,Demotivated,,
1757724313.035,1,12,TOP,-0.0000,7.89,56.60,56.59,,,,7.9,Demotivated,,
1757724313.211,1,12,TOP,0.0412,7.05,56.60,56.59,,,,7.1,Demotivated,,
1757724313.387,1,12,TOP,-0.0000,6.35,56.60,56.59,,,,6.4,Demotivated,,
1757724313.564,1,12,TOP,0.2145,5.77,56.60,56.59,,,,5.8,Demotivated,,
1757724313.755,1,12,TOP,0.2402,5.24,56.60,56.59,,,,5.2,Demotivated,,
1757724313.934,1,12,TOP,-0.0000,4.82,56.60,56.59,,,,4.8,Demotivated,,
1757724314.107,1,12,TOP,-0.0432,4.47,56.60,56.59,,,,4.5,Demotivated,,
1757724314.284,1,12,TOP,-0.0000,4.16,56.60,56.59,,,,4.2,Demotivated,,
1757724314.475,1,12,TOP,-0.0000,3.87,56.60,56.59,,,,3.9,Demotivated,,
1757724314.654,1,12,TOP,-0.0000,3.63,56.60,56.59,,,,3.6,Demotivated,,
1757724314.827,1,12,TOP,0.1409,3.43,56.60,56.59,,,,3.4,Demotivated,,
1757724315.003,1,12,TOP,-0.0646,3.25,56.60,56.59,,,,3.2,Demotivated,,
1757724315.195,1,12,TOP,-0.0000,3.07,56.60,56.59,,,,3.1,Demotivated,,
1757724315.373,1,12,TOP,0.0497,2.92,56.60,56.59,,,,2.9,Demotivated,,
1757724315.548,1,12,TOP,0.0985,2.79,56.60,56.59,,,,2.8,Demotivated,,
1757724315.723,1,12,TOP,0.1325,2.67,56.60,56.59,,,,2.7,Demotivated,,
1757724315.916,1,12,TOP,-0.0000,2.55,56.60,56.59,,,,2.6,Demotivated,,
1757724316.091,1,12,TOP,-0.2958,2.46,56.60,56.59,,,,2.5,Demotivated,,
1757724316.267,1,12,TOP,-0.0000,2.37,56.60,56.59,,,,2.4,Demotivated,,
1757724316.443,1,12,TOP,-0.0661,2.29,56.60,56.59,,,,2.3,Demotivated,,
1757724316.635,1,12,TOP,-0.0000,2.20,56.60,56.59,,,,2.2,Demotivated,,
1757724316.811,1,12,TOP,0.0484,2.13,56.60,56.59,,,,2.1,Demotivated,,
1757724316.990,1,12,TOP,-0.0000,2.07,56.60,56.59,,,,2.1,Demotivated,,
1757724317.164,1,12,TOP,-0.0000,2.01,56.60,56.59,,,,2.0,Demotivated,,
1757724317.355,1,12,TOP,-0.1037,1.95,56.60,56.59,,,,1.9,Demotivated,,
1757724317.531,1,12,TOP,0.0999,1.90,56.60,56.59,,,,1.9,Demotivated,,
1757724317.707,1,12,TOP,-0.0000,1.85,56.60,56.59,,,,1.9,Demotivated,,
1757724317.884,1,12,TOP,-0.0000,1.80,56.60,56.59,,,,1.8,Demotivated,,
1757724318.075,1,12,TOP,-0.0000,1.76,56.60,56.59,,,,1.8,Demotivated,,
1757724318.251,1,12,TOP,-0.0000,1.72,56.60,56.59,,,,1.7,Demotivated,,
1757724318.428,1,12,TOP,-0.0000,1.68,56.60,56.59,,,,1.7,Demotivated,,
1757724318.602,1,12,TOP,-0.0000,1.65,56.60,56.59,,,,1.6,Demotivated,,
1757724318.795,1,12,TOP,-0.0486,1.61,56.60,56.59,,,,1.6,Demotivated,,
1757724318.971,1,12,TOP,-0.0000,1.58,56.60,56.59,,,,1.6,Demotivated,,
1757724319.148,1,12,TOP,0.0482,1.55,56.60,56.59,,,,1.6,Demotivated,,
1757724319.323,1,12,TOP,-0.0666,1.52,56.60,56.59,,,,1.5,Demotivated,,
1757724319.517,1,12,TOP,0.1409,1.50,56.60,56.59,,,,1.5,Demotivated,,
1757724319.691,1,12,TOP,-0.0983,1.47,56.60,56.59,,,,1.5,Demotivated,,
1757724319.868,1,12,TOP,0.0950,1.45,56.60,56.59,,,,1.4,Demotivated,,
1757724320.042,1,12,TOP,-0.0647,1.42,56.60,56.59,,,,1.4,Demotivated,,
1757724320.235,1,12,TOP,-0.0000,1.40,56.60,56.59,,,,1.4,Demotivated,,
1757724320.411,1,12,TOP,-0.0000,1.38,56.60,56.59,,,,1.4,Demotivated,,
1757724320.587,1,12,TOP,0.0494,1.36,56.60,56.59,,,,1.4,Demotivated,,
1757724320.763,1,12,TOP,-0.1300,1.34,56.60,56.59,,,,1.3,Demotivated,,
1757724320.955,1,12,TOP,0.0482,1.32,56.60,56.59,,,,1.3,Demotivated,,
1757724321.131,1,12,TOP,-0.0000,1.31,56.60,56.59,,,,1.3,Demotivated,,
1757724321.307,1,12,TOP,-0.0973,1.29,56.60,56.59,,,,1.3,Demotivated,,
1757724321.485,1,12,TOP,-0.0000,1.27,56.60,56.59,,,,1.3,Demotivated,,
1757724321.676,1,12,TOP,-0.0000,1.26,56.60,56.59,,,,1.3,Demotivated,,
1757724321.850,1,12,TOP,-0.0000,1.24,56.60,56.59,,,,1.2,Demotivated,,
1757724322.031,1,12,TOP,-0.0467,1.23,56.60,56.59,,,,1.2,Demotivated,,
1757724322.203,1,12,TOP,-0.0642,1.22,56.60,56.59,,,,1.2,Demotivated,,
1757724322.395,1,12,TOP,-0.0000,1.20,56.60,56.59,,,,1.2,Demotivated,,
1757724322.572,1,12,TOP,0.0482,1.19,56.60,56.59,,,,1.2,Demotivated,,
1757724322.747,1,12,TOP,-0.0000,1.18,56.60,56.59,,,,1.2,Demotivated,,
1757724322.924,1,12,TOP,-0.0000,1.17,56.60,56.59,,,,1.2,Demotivated,,
1757724323.116,1,12,TOP,-0.0956,1.15,56.60,56.59,,,,1.2,Demotivated,,
1757724323.291,1,12,TOP,-0.0000,1.14,56.60,56.59,,,,1.1,Demotivated,,
1757724323.467,1,12,TOP,-0.0993,1.13,56.60,56.59,,,,1.1,Demotivated,,
1757724323.646,1,12,TOP,-0.0618,1.12,56.60,56.59,,,,1.1,Demotivated,,
1757724323.835,1,12,TOP,0.1008,1.11,56.60,56.59,,,,1.1,Demotivated,,
